25,0.01,0.60897,0.16228,0.51351,0.36119,0.061639,0.20921,0.31291,0.3762,0.11579,0.16481,0.55293,0.44437,0.30011,0.4069,0.25438,0.090563,0.22082,0.29574,0.33326,0.51256,0.35419,1,0.2034,0.27256,0.15772,0.059854,0.08047,0.40122,0.24326,0.30899,0.11261,0.61418,0.3233,1,0.42007
47,0.01,0.48968,0.16228,0.43412,0.30643,0.060697,0.19074,0.29729,0.45981,0.12847,0.16481,0.47428,0.44422,0.23859,0.19435,0.16975,0.088934,0.19987,0.29574,0.33326,0.51256,0.26151,0.57372,0.19539,0.20903,0.16028,0.05966,0.078679,0.30391,0.24326,0.30899,0.10396,0.61418,0.14599,0.60805,0.42007
65,0.01,0.46454,0.15245,0.41043,0.33349,0.059801,0.18527,0.28609,0.45972,0.1281,0.16481,0.47352,0.38734,0.23587,0.18527,0.1677,0.088934,0.18994,0.26531,0.35009,0.47385,0.26652,0.4788,0.18168,0.22307,0.15759,0.058913,0.078544,0.25046,0.22094,0.31838,0.11161,0.61595,0.13535,0.60759,0.42007
25,0.013103,0.60897,0.16228,0.51351,0.36119,0.061639,0.20921,0.31291,0.3762,0.11579,0.16481,0.55293,0.44437,0.30011,0.4069,0.25438,0.090563,0.22082,0.29574,0.33326,0.51256,0.35419,1,0.2034,0.27256,0.15772,0.059854,0.08047,0.40122,0.24326,0.30899,0.11261,0.61418,0.3233,1,0.42007
47,0.013103,0.48968,0.16228,0.43412,0.30643,0.060697,0.19074,0.29729,0.45981,0.12847,0.16481,0.47428,0.44422,0.23859,0.19435,0.16975,0.088934,0.19987,0.29574,0.33326,0.51256,0.26151,0.57372,0.19539,0.20903,0.16028,0.05966,0.078679,0.30391,0.24326,0.30899,0.10396,0.61418,0.14599,0.60805,0.42007
65,0.013103,0.46433,0.14635,0.40052,0.33364,0.061189,0.18642,0.28603,0.45971,0.12808,0.17281,0.47352,0.38645,0.23581,0.1851,0.16772,0.088934,0.1898,0.26797,0.33326,0.47385,0.26549,0.47777,0.18098,0.22286,0.15776,0.057584,0.077911,0.24882,0.21308,0.32391,0.1114,0.61436,0.13528,0.60756,0.42007
25,0.016207,0.60897,0.16228,0.51351,0.36119,0.061639,0.20921,0.31291,0.3762,0.11579,0.16481,0.55293,0.44437,0.30011,0.4069,0.25438,0.090563,0.22082,0.29574,0.33326,0.51256,0.35419,1,0.2034,0.27256,0.15772,0.059854,0.08047,0.40122,0.24326,0.30899,0.11261,0.61418,0.3233,1,0.42007
47,0.016207,0.48963,0.15967,0.42507,0.3063,0.061048,0.18808,0.29729,0.45981,0.12787,0.16481,0.47428,0.4184,0.23874,0.17498,0.17451,0.088934,0.19984,0.29574,0.33326,0.51256,0.26185,0.57372,0.19395,0.22806,0.16028,0.059854,0.078679,0.30391,0.24326,0.30899,0.10421,0.61418,0.1457,0.6031,0.42007
65,0.016207,0.46432,0.14635,0.40181,0.32689,0.061846,0.18644,0.28592,0.4597,0.12807,0.17281,0.47354,0.39063,0.23659,0.18844,0.16778,0.088934,0.18964,0.26795,0.33326,0.47383,0.2605,0.47787,0.18149,0.22235,0.15777,0.05767,0.077911,0.2488,0.21308,0.32392,0.11134,0.61439,0.13535,0.61395,0.42007
25,0.01931,0.60897,0.16228,0.51351,0.36119,0.061639,0.20921,0.31291,0.3762,0.11579,0.16481,0.55293,0.44437,0.30011,0.4069,0.25438,0.090563,0.22082,0.29574,0.33326,0.51256,0.35419,1,0.2034,0.27256,0.15772,0.059854,0.08047,0.40122,0.24326,0.30899,0.11261,0.61418,0.3233,1,0.42007
47,0.01931,0.48966,0.15967,0.42062,0.32518,0.061824,0.18808,0.29729,0.45981,0.12787,0.16481,0.47428,0.41736,0.23981,0.17498,0.17451,0.088934,0.19984,0.29574,0.33326,0.51256,0.26185,0.57372,0.19353,0.22806,0.16028,0.059497,0.078679,0.30391,0.24326,0.30899,0.10421,0.61418,0.1457,0.62687,0.42007
65,0.01931,0.46435,0.1463,0.40102,0.32883,0.06119,0.18158,0.28675,0.45975,0.12815,0.17281,0.47357,0.38645,0.23726,0.18987,0.16749,0.088934,0.18987,0.26807,0.33326,0.47406,0.26546,0.47726,0.18097,0.22284,0.15856,0.05766,0.077951,0.24644,0.21308,0.32611,0.11137,0.60678,0.13526,0.61395,0.42007
25,0.022414,0.60897,0.16228,0.51351,0.36119,0.061639,0.20921,0.31291,0.3762,0.11579,0.16481,0.55293,0.44437,0.30011,0.4069,0.25438,0.090563,0.22082,0.29574,0.33326,0.51256,0.35419,1,0.2034,0.27256,0.15772,0.059854,0.08047,0.40122,0.24326,0.30899,0.11261,0.61418,0.3233,1,0.42007
47,0.022414,0.48966,0.15967,0.42062,0.32518,0.061824,0.18808,0.29729,0.45981,0.12787,0.16481,0.47428,0.41736,0.23981,0.17498,0.17451,0.088934,0.19984,0.29574,0.33326,0.51256,0.26185,0.57372,0.19353,0.22806,0.16028,0.059497,0.078679,0.30391,0.24326,0.30899,0.10421,0.61418,0.1457,0.62687,0.42007
65,0.022414,0.46435,0.1463,0.40102,0.32883,0.06119,0.18158,0.28675,0.45975,0.12815,0.17281,0.47357,0.38645,0.23726,0.18987,0.16749,0.088934,0.18987,0.26807,0.33326,0.47406,0.26546,0.47726,0.18097,0.22284,0.15856,0.05766,0.077951,0.24644,0.21308,0.32611,0.11137,0.60678,0.13526,0.61395,0.42007
25,0.025517,0.60897,0.16228,0.51351,0.36119,0.061639,0.20921,0.31291,0.3762,0.11579,0.16481,0.55293,0.44437,0.30011,0.4069,0.25438,0.090563,0.22082,0.29574,0.33326,0.51256,0.35419,1,0.2034,0.27256,0.15772,0.059854,0.08047,0.40122,0.24326,0.30899,0.11261,0.61418,0.3233,1,0.42007
47,0.025517,0.48966,0.15967,0.42062,0.32518,0.061824,0.18808,0.29729,0.45981,0.12787,0.16481,0.47428,0.41736,0.23981,0.17498,0.17451,0.088934,0.19984,0.29574,0.33326,0.51256,0.26185,0.57372,0.19353,0.22806,0.16028,0.059497,0.078679,0.30391,0.24326,0.30899,0.10421,0.61418,0.1457,0.62687,0.42007
65,0.025517,0.464,0.14636,0.41293,0.32578,0.061249,0.18162,0.28545,0.46825,0.12815,0.17281,0.47133,0.38775,0.23693,0.17863,0.1681,0.088934,0.19008,0.26744,0.33326,0.4637,0.26519,0.49462,0.18118,0.22155,0.15867,0.058324,0.07796,0.2459,0.2145,0.32604,0.11207,0.60775,0.13482,0.61395,0.42007
25,0.028621,0.60897,0.16228,0.51351,0.36119,0.061639,0.20921,0.31291,0.3762,0.11579,0.16481,0.55293,0.44437,0.30011,0.4069,0.25438,0.090563,0.22082,0.29574,0.33326,0.51256,0.35419,1,0.2034,0.27256,0.15772,0.059854,0.08047,0.40122,0.24326,0.30899,0.11261,0.61418,0.3233,1,0.42007
47,0.028621,0.48966,0.15967,0.42062,0.32518,0.061824,0.18808,0.29729,0.45981,0.12787,0.16481,0.47428,0.41736,0.23981,0.17498,0.17451,0.088934,0.19984,0.29574,0.33326,0.51256,0.26185,0.57372,0.19353,0.22806,0.16028,0.059497,0.078679,0.30391,0.24326,0.30899,0.10421,0.61418,0.1457,0.62687,0.42007
65,0.028621,0.464,0.14636,0.41293,0.32578,0.061249,0.18162,0.28545,0.46825,0.12815,0.17281,0.47133,0.38775,0.23693,0.17863,0.1681,0.088934,0.19008,0.26744,0.33326,0.4637,0.26519,0.49462,0.18118,0.22155,0.15867,0.058324,0.07796,0.2459,0.2145,0.32604,0.11207,0.60775,0.13482,0.61395,0.42007
25,0.031724,0.60897,0.16228,0.51351,0.36119,0.061639,0.20921,0.31291,0.3762,0.11579,0.16481,0.55293,0.44437,0.30011,0.4069,0.25438,0.090563,0.22082,0.29574,0.33326,0.51256,0.35419,1,0.2034,0.27256,0.15772,0.059854,0.08047,0.40122,0.24326,0.30899,0.11261,0.61418,0.3233,1,0.42007
47,0.031724,0.48966,0.15967,0.42062,0.32518,0.061824,0.18808,0.29729,0.45981,0.12787,0.16481,0.47428,0.41736,0.23981,0.17498,0.17451,0.088934,0.19984,0.29574,0.33326,0.51256,0.26185,0.57372,0.19353,0.22806,0.16028,0.059497,0.078679,0.30391,0.24326,0.30899,0.10421,0.61418,0.1457,0.62687,0.42007
65,0.031724,0.46405,0.14631,0.41293,0.32576,0.061249,0.18161,0.28694,0.45976,0.12813,0.17281,0.47356,0.38775,0.2368,0.17874,0.1681,0.088934,0.19011,0.26811,0.33326,0.47415,0.26519,0.4946,0.18117,0.22141,0.15868,0.058324,0.077961,0.24588,0.2145,0.32609,0.11207,0.60752,0.13481,0.61395,0.42007
25,0.034828,0.60897,0.16228,0.51351,0.36119,0.061639,0.20921,0.31291,0.3762,0.11579,0.16481,0.55293,0.44437,0.30011,0.4069,0.25438,0.090563,0.22082,0.29574,0.33326,0.51256,0.35419,1,0.2034,0.27256,0.15772,0.059854,0.08047,0.40122,0.24326,0.30899,0.11261,0.61418,0.3233,1,0.42007
47,0.034828,0.49172,0.15967,0.41996,0.32518,0.061824,0.18808,0.29729,0.45981,0.12787,0.17281,0.47428,0.41736,0.23981,0.17498,0.17509,0.088934,0.20124,0.29574,0.33326,0.51256,0.26473,0.57372,0.19277,0.26779,0.16028,0.059497,0.078679,0.30391,0.23863,0.30899,0.10441,0.61418,0.16821,0.62687,0.42007
65,0.034828,0.46405,0.14631,0.41293,0.32576,0.061249,0.18161,0.28694,0.45976,0.12813,0.17281,0.47356,0.38775,0.2368,0.17874,0.1681,0.088934,0.19011,0.26811,0.33326,0.47415,0.26519,0.4946,0.18117,0.22141,0.15868,0.058324,0.077961,0.24588,0.2145,0.32609,0.11207,0.60752,0.13481,0.61395,0.42007
25,0.037931,0.60897,0.16228,0.51351,0.36119,0.061639,0.20921,0.31291,0.3762,0.11579,0.16481,0.55293,0.44437,0.30011,0.4069,0.25438,0.090563,0.22082,0.29574,0.33326,0.51256,0.35419,1,0.2034,0.27256,0.15772,0.059854,0.08047,0.40122,0.24326,0.30899,0.11261,0.61418,0.3233,1,0.42007
47,0.037931,0.49172,0.15967,0.41996,0.32518,0.061824,0.18808,0.29729,0.45981,0.12787,0.17281,0.47428,0.41736,0.23981,0.17498,0.17509,0.088934,0.20124,0.29574,0.33326,0.51256,0.26473,0.57372,0.19277,0.26779,0.16028,0.059497,0.078679,0.30391,0.23863,0.30899,0.10441,0.61418,0.16821,0.62687,0.42007
65,0.037931,0.46439,0.14636,0.41293,0.32603,0.061249,0.18164,0.28539,0.46823,0.12814,0.17281,0.47137,0.38775,0.23846,0.19062,0.16812,0.088934,0.19011,0.26743,0.33326,0.46362,0.26519,0.49459,0.18117,0.2214,0.15874,0.058323,0.077966,0.24576,0.2145,0.32615,0.11212,0.60753,0.1348,0.6283,0.42007
25,0.041034,0.60897,0.16228,0.51351,0.36119,0.061639,0.20921,0.31291,0.3762,0.11579,0.16481,0.55293,0.44437,0.30011,0.4069,0.25438,0.090563,0.22082,0.29574,0.33326,0.51256,0.35419,1,0.2034,0.27256,0.15772,0.059854,0.08047,0.40122,0.24326,0.30899,0.11261,0.61418,0.3233,1,0.42007
47,0.041034,0.49172,0.15967,0.41996,0.32518,0.061824,0.18808,0.29729,0.45981,0.12787,0.17281,0.47428,0.41736,0.23981,0.17498,0.17509,0.088934,0.20124,0.29574,0.33326,0.51256,0.26473,0.57372,0.19277,0.26779,0.16028,0.059497,0.078679,0.30391,0.23863,0.30899,0.10441,0.61418,0.16821,0.62687,0.42007
65,0.041034,0.46439,0.14636,0.41293,0.32603,0.061249,0.18164,0.28539,0.46823,0.12814,0.17281,0.47137,0.38775,0.23846,0.19062,0.16812,0.088934,0.19011,0.26743,0.33326,0.46362,0.26519,0.49459,0.18117,0.2214,0.15874,0.058323,0.077966,0.24576,0.2145,0.32615,0.11212,0.60753,0.1348,0.6283,0.42007
25,0.044138,0.60897,0.16228,0.51351,0.36119,0.061639,0.20921,0.31291,0.3762,0.11579,0.16481,0.55293,0.44437,0.30011,0.4069,0.25438,0.090563,0.22082,0.29574,0.33326,0.51256,0.35419,1,0.2034,0.27256,0.15772,0.059854,0.08047,0.40122,0.24326,0.30899,0.11261,0.61418,0.3233,1,0.42007
47,0.044138,0.49172,0.15967,0.41996,0.32518,0.061824,0.18808,0.29729,0.45981,0.12787,0.17281,0.47428,0.41736,0.23981,0.17498,0.17509,0.088934,0.20124,0.29574,0.33326,0.51256,0.26473,0.57372,0.19277,0.26779,0.16028,0.059497,0.078679,0.30391,0.23863,0.30899,0.10441,0.61418,0.16821,0.62687,0.42007
65,0.044138,0.46439,0.14636,0.41293,0.32603,0.061249,0.18164,0.28539,0.46823,0.12814,0.17281,0.47137,0.38775,0.23846,0.19062,0.16812,0.088934,0.19011,0.26743,0.33326,0.46362,0.26519,0.49459,0.18117,0.2214,0.15874,0.058323,0.077966,0.24576,0.2145,0.32615,0.11212,0.60753,0.1348,0.6283,0.42007
25,0.047241,0.60897,0.16228,0.51351,0.36119,0.061639,0.20921,0.31291,0.3762,0.11579,0.16481,0.55293,0.44437,0.30011,0.4069,0.25438,0.090563,0.22082,0.29574,0.33326,0.51256,0.35419,1,0.2034,0.27256,0.15772,0.059854,0.08047,0.40122,0.24326,0.30899,0.11261,0.61418,0.3233,1,0.42007
47,0.047241,0.4897,0.15967,0.42062,0.32518,0.061824,0.18808,0.29729,0.45981,0.12787,0.17281,0.47428,0.41736,0.23981,0.17498,0.17451,0.088934,0.19984,0.29574,0.33326,0.51256,0.26185,0.57372,0.19277,0.22806,0.15923,0.059497,0.078679,0.39476,0.23863,0.30899,0.10421,0.61418,0.1457,0.62687,0.42007
65,0.047241,0.46439,0.14636,0.41293,0.32603,0.061249,0.18164,0.28539,0.46823,0.12814,0.17281,0.47137,0.38775,0.23846,0.19062,0.16812,0.088934,0.19011,0.26743,0.33326,0.46362,0.26519,0.49459,0.18117,0.2214,0.15874,0.058323,0.077966,0.24576,0.2145,0.32615,0.11212,0.60753,0.1348,0.6283,0.42007
25,0.050345,0.60897,0.16228,0.51351,0.36119,0.061639,0.20921,0.31291,0.3762,0.11579,0.16481,0.55293,0.44437,0.30011,0.4069,0.25438,0.090563,0.22082,0.29574,0.33326,0.51256,0.35419,1,0.2034,0.27256,0.15772,0.059854,0.08047,0.40122,0.24326,0.30899,0.11261,0.61418,0.3233,1,0.42007
47,0.050345,0.4897,0.15967,0.42062,0.32518,0.061824,0.18808,0.29729,0.45981,0.12787,0.17281,0.47428,0.41736,0.23981,0.17498,0.17451,0.088934,0.19984,0.29574,0.33326,0.51256,0.26185,0.57372,0.19277,0.22806,0.15923,0.059497,0.078679,0.39476,0.23863,0.30899,0.10421,0.61418,0.1457,0.62687,0.42007
65,0.050345,0.46439,0.14636,0.41293,0.32603,0.061249,0.18164,0.28539,0.46823,0.12814,0.17281,0.47137,0.38775,0.23846,0.19062,0.16812,0.088934,0.19011,0.26743,0.33326,0.46362,0.26519,0.49459,0.18117,0.2214,0.15874,0.058323,0.077966,0.24576,0.2145,0.32615,0.11212,0.60753,0.1348,0.6283,0.42007
25,0.053448,0.60897,0.16228,0.51351,0.36119,0.061639,0.20921,0.31291,0.3762,0.11579,0.16481,0.55293,0.44437,0.30011,0.4069,0.25438,0.090563,0.22082,0.29574,0.33326,0.51256,0.35419,1,0.2034,0.27256,0.15772,0.059854,0.08047,0.40122,0.24326,0.30899,0.11261,0.61418,0.3233,1,0.42007
47,0.053448,0.4897,0.15967,0.42062,0.32518,0.061824,0.18808,0.29729,0.45981,0.12787,0.17281,0.47428,0.41736,0.23981,0.17498,0.17451,0.088934,0.19984,0.29574,0.33326,0.51256,0.26185,0.57372,0.19277,0.22806,0.15923,0.059497,0.078679,0.39476,0.23863,0.30899,0.10421,0.61418,0.1457,0.62687,0.42007
65,0.053448,0.46386,0.14637,0.411,0.34962,0.060836,0.18167,0.28737,0.4685,0.1281,0.17281,0.47138,0.38745,0.23739,0.17704,0.1685,0.088934,0.18826,0.26754,0.33326,0.46393,0.26567,0.49352,0.18113,0.21932,0.15893,0.058059,0.078021,0.24515,0.2145,0.31182,0.1107,0.6245,0.13512,0.62263,0.42007
